Key1;Key2;ISIN;Country;Industry;Corridor_per_TA;Funded_Status;FVDBO;FVPA;Duration;ROA;TDR;CR;Cap_Turn;MV_common_shares;FS_DUM;Size
GBP_2010;GB00B1P6ZR11_2010;GB00B1P6ZR11;GB;Retail;3,86889E-18;-2,101085561;77,0398039;74,93871834;0,333333333;0,096099719;0,516954832;3,345966432;0,828307197;834,5579;1;2,939968273
EUR_2010;FR0000060618_2010;FR0000060618;FR;Retail;0;-142;197;55;0,7;0,000594614;0,720916404;0,935910024;0,366736621;1422,6945;1;4,456214155
GBP_2010;GB00B0744359_2010;GB00B0744359;GB;Industrial Goods & Services;-4,79556E-17;-20,54394771;239,056846;218,5128983;0,144;0,092013498;0,555905512;1,822680412;0,397750281;510,0423;1;2,715042998
GBP_2010;GB0004915632_2010;GB0004915632;GB;Construction & Materials;-4,44844E-17;-101,7859227;972,9193417;871,1334189;0,194594595;0,035506663;0,906806189;1,15207824;0,842858421;520,8188;1;3,115651881
NOK_2010;NO0005668905_2010;NO0005668905;NO;Industrial Goods & Services;-0,005203764;-5,730585722;18,68836103;12,9577753;0,65408805;0,022297522;0,424953862;1,409156323;0,473996309;5743,1797;1;2,626131883
EUR_2010;GRS096003009_2010;GRS096003009;GR;Personal & Household Goods;0;-1,3;1,3;0;0,701754386;0,030623406;0,580942259;1,055698642;0,497431785;284,8267;1;2,713893569
DKK_2010;DK0010272202_2010;DK0010272202;DK;Healthcare;0;0;0;0;0;-0,05775183;0,564770082;1,826473584;0,974921835;2941,4151;0;2,522313436
GBP_2010;GB00B0YG1K06_2010;GB00B0YG1K06;GB;Travel & Leisure;0;0;0;0;0;0,128813026;0,535428799;0,276978261;0,081804699;549,1434;0;2,560626496
EUR_2010;IT0003201198_2010;IT0003201198;IT;Industrial Goods & Services;0;0;0;0;0;0,030868545;0,669582054;1,581511293;0,19755774;1644,825;0;3,686673531
CHF_2010;CH0030380734_2010;CH0030380734;CH;Technology;-0,026176471;58,63479586;389,7489372;448,3837331;0,416326531;0,110599091;0,229849016;4,483248765;0,740852933;975,3;0;2,758168544
GBP_2010;GB0002148343_2010;GB0002148343;GB;Financial Services;-2,59165E-18;-7,820707365;118,3611533;110,5404459;0,295774648;0,020962493;0,819696495;0,039359093;0,027987924;467,5879;1;3,079215885
GBP_2010;GB00B1VNST91_2010;GB00B1VNST91;GB;Technology;5,9413E-18;3,385082293;111,2408078;114,62589;0,25;-0,016465987;0,408356489;1,835745297;0,261088813;458,5724;0;3,054703436
EUR_2010;AT0000946652_2010;AT0000946652;AT;Oil & Gas;0;0;0;0;0;0,048672732;0,524318559;2,374202453;0,536066044;1,024.2;0;2,749401579
EUR_2010;DE0005875306_2010;DE0005875306;DE;Media;2,59066E-18;-55,6;109,8;54,2;0,464788732;0,04342727;0,5893965;0,856800607;0,253175329;1351,656;1;3,217459728
EUR_2010;FI0009010391_2010;FI0009010391;FI;Personal & Household Goods;-0,029872991;-91,7;241;149,3;0,17218543;0,007970451;0,543934681;1,138567139;0,343960601;692,5917;1;3,188422215
EUR_2010;IT0000074614_2010;IT0000074614;IT;Financial Services;2,29481E-21;-0,2;0,29;0,09;0,375;0,001758506;0,509481578;1,41841487;0,316673237;846,5471;1;4,082603287
EUR_2010;AT0000911805_2010;AT0000911805;AT;Industrial Goods & Services;0;0;0;0;0;0,037887491;0,588210835;0,88512452;0,09726114;1022,1;0;3,300703283
EUR_2010;IT0003697080_2010;IT0003697080;IT;Personal & Household Goods;0;0;0;0;0;0,09311633;0,315628768;2,404113475;0,707445229;887,137;0;2,794424606
EUR_2010;GRS085101004_2010;GRS085101004;GR;Industrial Goods & Services;0;-22,4;22,4;0;0,620689655;-0,005879125;0,541265658;1,307042659;0,443634609;801,8859;1;3,55149806
EUR_2010;AT0000676903_2010;AT0000676903;AT;Industrial Goods & Services;0;-237,4;304;66,6;0,161111111;0,072340719;0,778491061;1,406809407;0,553323669;1055,6;1;3,16097846
EUR_2010;LU0253815640_2010;LU0253815640;LU;Telecommunications;0;-5,4;28,2;22,8;0,741935484;0,035498828;0,316348407;0,928243775;0,28249489;1595,3;1;3,302265975
GBP_2010;GB00B3FLWH99_2010;GB00B3FLWH99;GB;Industrial Goods & Services;-4,17485E-18;-14,24069102;114,1589821;99,91829112;0,212121212;0,043309129;0,415456432;0,937377691;0,186332988;532,1641;1;2,954338254
DKK_2010;DK0010006329_2010;DK0010006329;DK;Industrial Goods & Services;0;0;0;0;0;0,044581456;0,417358312;2,240458015;0,556793929;2468,664;0;2,752585082
GBP_2010;GB0001765816_2010;GB0001765816;GB;Financial Services;0;-14,59087195;72,02054395;57,429672;0,060606061;0,039913628;0,737743777;0,465077411;0,076267938;362,5772;1;2,799557755
GBP_2010;GB0007282386_2010;GB0007282386;GB;Personal & Household Goods;1,30749E-17;-5,135986927;94,66557721;89,52959029;0,22;0,000736052;0,358310025;3,543050431;0,848078905;422,4837;1;2,899232848
EUR_2010;AT0000741053_2010;AT0000741053;AT;Utilities;0;-235,4;235,4;0;0,102040816;0,030745168;0,550561385;1,175366315;0,146936417;1834,4;1;3,828092753
GBP_2010;GB0001528156_2010;GB0001528156;GB;Industrial Goods & Services;0;-60,11439244;749,7373643;689,6229719;0,154411765;0,050257862;0,739508545;0,857272233;0,4786126;288,0918;1;3,06232361
